,giniCoefficient,shannonsEntropy,ETH.netSwapFlow,ETH.netLPFlow,frxETH.netSwapFlow,frxETH.netLPFlow
2023-03-01 00:00:00,0.025667220679671914,0.9980982513043172,0.0,0,0.0,0
2023-03-01 00:01:00,0.025667220679671914,0.9980982513043172,0.0,0,0.0,0
2023-03-01 00:02:00,0.025667220679671914,0.9980982513043172,0.0,0,0.0,0
2023-03-01 00:03:00,0.025667220679671914,0.9980982513043172,0.0,0,0.0,0
2023-03-01 00:04:00,0.025667220679671914,0.9980982513043172,0.0,0,0.0,0
2023-03-01 00:05:00,0.025667220679671914,0.9980982513043172,0.0,0,0.0,0
2023-03-01 00:06:00,0.025667220679671914,0.9980982513043172,0.0,0,0.0,0
2023-03-01 00:07:00,0.025547507406726212,0.9981157915271159,0.0,0,0.0,0
2023-03-01 00:08:00,0.025667220679671914,0.9980982513043172,0.0,0,0.0,0
2023-03-01 00:09:00,0.025667220679671914,0.9980982513043172,0.0,0,0.0,0
2023-03-01 00:10:00,0.025667220679671914,0.9980982513043172,0.0,0,0.0,0
2023-03-01 00:11:00,0.025667220679671914,0.9980982513043172,0.0,0,0.0,0
2023-03-01 00:12:00,0.025667220679671914,0.9980982513043172,0.0,0,0.0,0
2023-03-01 00:13:00,0.025667220679671914,0.9980982513043172,0.0,0,0.0,0
2023-03-01 00:14:00,0.025667220679671914,0.9980982513043172,0.0,0,0.0,0
2023-03-01 00:15:00,0.025667220679671914,0.9980982513043172,0.0,0,0.0,0
2023-03-01 00:16:00,0.025667220679671914,0.9980982513043172,0.0,0,0.0,0
2023-03-01 00:17:00,0.025667220679671914,0.9980982513043172,0.0,0,0.0,0
2023-03-01 00:18:00,0.025667220679671914,0.9980982513043172,0.0,0,0.0,0
2023-03-01 00:19:00,0.025667220679671914,0.9980982513043172,0.0,0,0.0,0
2023-03-01 00:20:00,0.025667220679671914,0.9980982513043172,0.0,0,0.0,0
2023-03-01 00:21:00,0.025667220679671914,0.9980982513043172,0.0,0,0.0,0
2023-03-01 00:22:00,0.025667220679671914,0.9980982513043172,0.0,0,0.0,0
2023-03-01 00:23:00,0.025188416071853563,0.9981684051756516,0.0,0,0.0,0
2023-03-01 00:24:00,0.025068714919898975,0.9981859436434852,0.0,0,0.0,0
2023-03-01 00:25:00,0.025068714919898975,0.9981859436434852,0.0,0,0.0,0
2023-03-01 00:26:00,0.025068714919898975,0.9981859436434852,0.0,0,0.0,0
2023-03-01 00:27:00,0.025068714919898975,0.9981859436434852,0.0,0,0.0,0
2023-03-01 00:28:00,0.025068714919898975,0.9981859436434852,0.0,0,0.0,0
2023-03-01 00:29:00,0.025068714919898975,0.9981859436434852,0.0,0,0.0,0
2023-03-01 00:30:00,0.025068714919898975,0.9981859436434852,0.0,0,0.0,0
2023-03-01 00:31:00,0.025068714919898975,0.9981859436434852,0.0,0,0.0,0
2023-03-01 00:32:00,0.025068714919898975,0.9981859436434852,0.0,0,0.0,0
2023-03-01 00:33:00,0.025068714919898975,0.9981859436434852,0.0,0,0.0,0
2023-03-01 00:34:00,0.025068714919898975,0.9981859436434852,0.0,0,0.0,0
2023-03-01 00:35:00,0.025068714919898975,0.9981859436434852,0.0,0,0.0,0
2023-03-01 00:36:00,0.02506871491989898,0.9981859436434852,0.0,0,0.0,0
2023-03-01 00:37:00,0.025068714919898975,0.9981859436434852,0.0,0,0.0,0
2023-03-01 00:38:00,0.025068714919898975,0.9981859436434852,0.0,0,0.0,0
2023-03-01 00:39:00,0.025068714919898975,0.9981859436434852,0.0,0,0.0,0
2023-03-01 00:40:00,0.025068714919898975,0.9981859436434852,0.0,0,0.0,0
2023-03-01 00:41:00,0.025068714919898975,0.9981859436434852,0.0,0,0.0,0
2023-03-01 00:42:00,0.025068714919898975,0.9981859436434852,0.0,0,0.0,0
2023-03-01 00:43:00,0.025068714919898975,0.9981859436434852,0.0,0,0.0,0
2023-03-01 00:44:00,0.025068714919898975,0.9981859436434852,0.0,0,0.0,0
2023-03-01 00:45:00,0.025068714919898975,0.9981859436434852,0.0,0,0.0,0
2023-03-01 00:46:00,0.025068714919898975,0.9981859436434852,0.0,0,0.0,0
2023-03-01 00:47:00,0.025068714919898975,0.9981859436434852,0.0,0,0.0,0
2023-03-01 00:48:00,0.025068714919898975,0.9981859436434852,0.0,0,0.0,0
2023-03-01 00:49:00,0.025068714919898975,0.9981859436434852,0.0,0,0.0,0
2023-03-01 00:50:00,0.025068714919898975,0.9981859436434852,0.0,0,0.0,0
2023-03-01 00:51:00,0.025068714919898975,0.9981859436434852,0.0,0,0.0,0
2023-03-01 00:52:00,0.025068714919898975,0.9981859436434852,0.0,0,0.0,0
2023-03-01 00:53:00,0.025068666435934518,0.998185950663346,0.0,0,0.0,0
2023-03-01 00:54:00,0.0250686543149434,0.9981859524183112,0.0,0,0.0,0
2023-03-01 00:55:00,0.0250686543149434,0.9981859524183111,0.0,0,0.0,0
2023-03-01 00:56:00,0.0250686543149434,0.9981859524183111,0.0,0,0.0,0
2023-03-01 00:57:00,0.0250686543149434,0.9981859524183111,0.0,0,0.0,0
2023-03-01 00:58:00,0.0250686543149434,0.9981859524183111,0.0,0,0.0,0
2023-03-01 00:59:00,0.0250686543149434,0.9981859524183111,0.0,0,0.0,0
2023-03-01 01:00:00,0.0250686543149434,0.9981859524183111,0.0,0,0.0,0
2023-03-01 01:01:00,0.0250686543149434,0.9981859524183111,0.0,0,0.0,0
2023-03-01 01:02:00,0.0250686543149434,0.9981859524183111,0.0,0,0.0,0
2023-03-01 01:03:00,0.0250686543149434,0.9981859524183111,0.0,0,0.0,0
2023-03-01 01:04:00,0.0250686543149434,0.9981859524183111,0.0,0,0.0,0
2023-03-01 01:05:00,0.0250686543149434,0.9981859524183111,0.0,0,0.0,0
2023-03-01 01:06:00,0.0250686543149434,0.9981859524183111,0.0,0,0.0,0
2023-03-01 01:07:00,0.0250686543149434,0.9981859524183111,0.0,0,0.0,0
2023-03-01 01:08:00,0.023808084775646648,0.998360806771174,0.0,0,0.0,0
2023-03-01 01:09:00,0.023253078934638523,0.9984389369669951,0.0,0,0.0,0
2023-03-01 01:10:00,0.02296766355246304,0.9984773818481114,0.0,0,0.0,0
2023-03-01 01:11:00,0.023502815663612113,0.9984052979255336,0.0,0,0.0,0
2023-03-01 01:12:00,0.023395779704006414,0.9984197154444974,0.0,0,0.0,0
2023-03-01 01:13:00,0.023110364321830928,0.9984581603256137,0.0,0,0.0,0
2023-03-01 01:14:00,0.02339579354744612,0.9984197136083767,0.0,0,0.0,0
2023-03-01 01:15:00,0.022967691239342444,0.9984773781758699,0.0,0,0.0,0
2023-03-01 01:16:00,0.023253078934638523,0.9984389369669951,0.0,0,0.0,0
2023-03-01 01:17:00,0.02296766355246304,0.9984773818481114,0.0,0,0.0,0
2023-03-01 01:18:00,0.02325310662151793,0.9984389332947536,0.0,0,0.0,0
2023-03-01 01:19:00,0.022967649709023336,0.9984773836842322,0.0,0,0.0,0
2023-03-01 01:20:00,0.02296766355246304,0.9984773818481114,0.0,0,0.0,0
2023-03-01 01:21:00,0.02311040585215004,0.9984581548172514,0.0,0,0.0,0
2023-03-01 01:22:00,0.02339580739088582,0.9984197117722559,0.0,0,0.0,0
2023-03-01 01:23:00,0.023395779704006414,0.9984197154444974,0.0,0,0.0,0
2023-03-01 01:24:00,0.023110378165270635,0.9984581584894929,0.0,0,0.0,0
2023-03-01 01:25:00,0.02325310662151793,0.9984389332947536,0.0,0,0.0,0
2023-03-01 01:26:00,0.023253065091198823,0.998438938803116,0.0,0,0.0,0
2023-03-01 01:27:00,0.023110364321830928,0.9984581603256137,0.0,0,0.0,0
2023-03-01 01:28:00,0.02325310662151793,0.9984389332947536,0.0,0,0.0,0
2023-03-01 01:29:00,0.02314606374019238,0.998453351731778,0.0,0,0.0,0
2023-03-01 01:30:00,0.022967691239342444,0.9984773781758699,0.0,0,0.0,0
2023-03-01 01:31:00,0.022967705082782147,0.9984773763397492,0.0,0,0.0,0
