,giniCoefficient,shannonsEntropy,FRAX.netSwapFlow,FRAX.netLPFlow,USDC.netSwapFlow,USDC.netLPFlow
2023-03-01 02:10:00,0.15621006954624547,0.9283993178499387,0.0,0,0.0,0.0
2023-03-01 02:11:00,0.15559905448087355,0.9289651729589774,0.0,0,0.0,0.0
2023-03-01 02:12:00,0.15609482636742206,0.928506726079009,0.0,0,0.0,0.0
2023-03-01 02:13:00,0.1560375250921083,0.9285601169228055,0.0,0,0.0,0.0
2023-03-01 02:14:00,0.15567858743666935,0.928891047582535,0.0,0,0.0,0.0
2023-03-01 02:15:00,0.15600907977364903,0.9285866338550044,0.0,0,0.0,0.0
2023-03-01 02:16:00,0.15554551010230694,0.9290150168501146,0.0,0,0.0,0.0
2023-03-01 02:17:00,0.15582773941714106,0.9287554205623364,0.0,0,0.0,0.0
2023-03-01 02:18:00,0.15538788314735963,0.9291617473465994,0.0,0,0.0,0.0
2023-03-01 02:19:00,0.15537509471656538,0.9291736443842631,0.0,0,0.0,0.0
2023-03-01 02:20:00,0.15540172967017618,0.9291488847349788,0.0,0,0.0,0.0
2023-03-01 02:21:00,0.1553838169191474,0.9291655303721942,0.0,0,0.0,0.0
2023-03-01 02:22:00,0.15590838509239413,0.9286802115921852,0.0,0,0.0,0.0
2023-03-01 02:23:00,0.15601985309544938,0.9285764433152609,0.0,0,0.0,0.0
2023-03-01 02:24:00,0.15610575225292336,0.9284964006986678,0.0,0,0.0,0.0
2023-03-01 02:25:00,0.15538470810174684,0.9291647012019709,0.0,0,0.0,0.0
2023-03-01 02:26:00,0.1560107401730272,0.9285849359185281,0.0,0,0.0,0.0
2023-03-01 02:27:00,0.15595434604267233,0.9286373369212748,0.0,0,0.0,0.0
2023-03-01 02:28:00,0.15602297610848492,0.92857352449731,0.0,0,0.0,0.0
2023-03-01 02:29:00,0.15607109867052746,0.9285286292583296,0.0,0,0.0,0.0
2023-03-01 02:30:00,0.15597566324199605,0.9286175234116285,0.0,0,0.0,0.0
2023-03-01 02:31:00,0.1560101196034963,0.9285855127010102,0.0,0,0.0,0.0
2023-03-01 02:32:00,0.1561187919311174,0.9284842700807776,0.0,0,0.0,0.0
2023-03-01 02:33:00,0.1555089020613323,0.9290490527584174,0.0,0,0.0,0.0
2023-03-01 02:34:00,0.15601681097637413,0.9285792623563035,0.0,0,0.0,0.0
2023-03-01 02:35:00,0.15602321686152704,0.9285733052126387,0.0,0,0.0,0.0
2023-03-01 02:36:00,0.15601941520158435,0.9285768421593801,0.0,0,0.0,0.0
2023-03-01 02:37:00,0.15601356240820718,0.9285822880047782,0.0,0,0.0,0.0
2023-03-01 02:38:00,0.1556011234514632,0.9289631295077211,0.0,0,0.0,0.0
2023-03-01 02:39:00,0.15604958866179444,0.9285487025186804,0.0,0,0.0,0.0
2023-03-01 02:40:00,0.15601681808487872,0.9285792665347852,0.0,0,0.0,0.0
2023-03-01 02:41:00,0.15602040859495522,0.9285759124170454,0.0,0,0.0,0.0
2023-03-01 02:42:00,0.15598844056760977,0.9286056760430569,0.0,0,0.0,0.0
2023-03-01 02:43:00,0.15611092357647421,0.9284915796678958,0.0,0,0.0,0.0
2023-03-01 02:44:00,0.15601424586473506,0.9285816604929809,0.0,0,0.0,0.0
2023-03-01 02:45:00,0.15610877126916556,0.9284935909679397,0.0,0,0.0,0.0
2023-03-01 02:46:00,0.15603030962798647,0.9285667075978304,0.0,0,0.0,0.0
2023-03-01 02:47:00,0.1561118116127788,0.928490762162325,0.0,0,0.0,0.0
2023-03-01 02:48:00,0.15602721443850256,0.9285695853442857,0.0,0,0.0,0.0
2023-03-01 02:49:00,0.1561024189952006,0.9284994948882158,0.0,0,0.0,0.0
2023-03-01 02:50:00,0.15597315875930623,0.9286198855651338,0.0,0,0.0,0.0
2023-03-01 02:51:00,0.1555964452401515,0.9289674764464255,0.0,0,0.0,0.0
2023-03-01 02:52:00,0.1561130026514253,0.9284896482594227,0.0,0,0.0,0.0
2023-03-01 02:53:00,0.15601288409067327,0.9285829234706273,0.0,0,0.0,0.0
2023-03-01 02:54:00,0.15608080965540064,0.9285196266865949,0.0,0,0.0,0.0
2023-03-01 02:55:00,0.15601625108170608,0.9285797788164469,0.0,0,0.0,0.0
2023-03-01 02:56:00,0.15607881413649635,0.9285214890183673,0.0,0,0.0,0.0
2023-03-01 02:57:00,0.15605927770431569,0.928539701585509,0.0,0,0.0,0.0
2023-03-01 02:58:00,0.15602559297252153,0.9285710988306809,0.0,0,0.0,0.0
2023-03-01 02:59:00,0.15605909805497437,0.9285398270663181,0.0,0,0.0,0.0
2023-03-01 03:00:00,0.15603039761943552,0.9285666339887566,0.0,0,0.0,0.0
2023-03-01 03:01:00,0.15607999400916484,0.9285204350142487,0.0,0,0.0,0.0
2023-03-01 03:02:00,0.15601441294173915,0.9285814989952879,0.0,0,0.0,0.0
2023-03-01 03:03:00,0.15610967395665618,0.9284927379481953,0.0,0,0.0,0.0
2023-03-01 03:04:00,0.15602396322170847,0.9285726473096695,0.0,0,0.0,0.0
2023-03-01 03:05:00,0.1555600615964135,0.9290013177299429,0.0,0,0.0,0.0
2023-03-01 03:06:00,0.15609778866514126,0.9285038268663953,0.0,0,0.0,0.0
2023-03-01 03:07:00,0.1555966833886477,0.9289672601657231,0.0,0,0.0,0.0
2023-03-01 03:08:00,0.15560066965013788,0.9289635669179821,0.0,0,0.0,0.0
2023-03-01 03:09:00,0.15598660744968007,0.9286074316300426,0.0,0,0.0,0.0
2023-03-01 03:10:00,0.15609895090223289,0.928502761485519,0.0,0,0.0,0.0
2023-03-01 03:11:00,0.1560097681984292,0.9285858230716219,0.0,0,0.0,0.0
2023-03-01 03:12:00,0.1561127894226922,0.9284898472413003,0.0,0,0.0,0.0
2023-03-01 03:13:00,0.15598024542322983,0.9286132676170222,0.0,0,0.0,0.0
2023-03-01 03:14:00,0.15607448777661254,0.9285255414215766,0.0,0,0.0,0.0
2023-03-01 03:15:00,0.15610355298904027,0.9284984701705217,0.0,0,0.0,0.0
2023-03-01 03:16:00,0.15599028791007302,0.9286039822270273,0.0,0,0.0,0.0
2023-03-01 03:17:00,0.15607966894738567,0.928520632703987,0.0,0,0.0,0.0
2023-03-01 03:18:00,0.1559951018067392,0.9285994609508681,0.0,0,0.0,0.0
2023-03-01 03:19:00,0.15559641143014125,0.9289675362004159,0.0,0,0.0,0.0
2023-03-01 03:20:00,0.1561151141811151,0.9284876717708951,0.0,0,0.0,0.0
2023-03-01 03:21:00,0.15559958471438712,0.9289645621183741,0.0,0,0.0,0.0
2023-03-01 03:22:00,0.15600388636677529,0.9285913105286021,0.0,0,0.0,0.0
2023-03-01 03:23:00,0.1556021468177322,0.9289621744465931,0.0,0,0.0,0.0
2023-03-01 03:24:00,0.15559817386935434,0.9289658764019618,0.0,0,0.0,0.0
2023-03-01 03:25:00,0.1561081602501518,0.9284941648034358,0.0,0,0.0,0.0
2023-03-01 03:26:00,0.15597457180192267,0.928618546410287,0.0,0,0.0,0.0
2023-03-01 03:27:00,0.15607860154681857,0.9285216372132232,0.0,0,0.0,0.0
2023-03-01 03:28:00,0.15559605939837717,0.9289678305535249,0.0,0,0.0,0.0
2023-03-01 03:29:00,0.15601105888911432,0.9285846211625701,0.0,0,0.0,0.0
2023-03-01 03:30:00,0.15611722223824417,0.9284857348697353,0.0,0,0.0,0.0
2023-03-01 03:31:00,0.15600108729926115,0.9285939142244588,0.0,0,0.0,0.0
2023-03-01 03:32:00,0.1560591493040313,0.9285398209223922,0.0,0,0.0,0.0
2023-03-01 03:33:00,0.15610140497157227,0.9285004300282775,0.0,0,0.0,0.0
2023-03-01 03:34:00,0.15600236908361548,0.928592703180966,0.0,0,0.0,0.0
2023-03-01 03:35:00,0.15560141648153342,0.9289628559797116,0.0,0,0.0,0.0
2023-03-01 03:36:00,0.15608919282521652,0.9285118428787611,0.0,0,0.0,0.0
2023-03-01 03:37:00,0.15600641015774247,0.9285889636866503,0.0,0,0.0,0.0
2023-03-01 03:38:00,0.15610294273377406,0.9284989992478744,0.0,0,0.0,0.0
2023-03-01 03:39:00,0.15600786046340975,0.928587593230184,0.0,0,0.0,0.0
2023-03-01 03:40:00,0.15610163359394436,0.9285002278702723,0.0,0,0.0,0.0
2023-03-01 03:41:00,0.15559801645508226,0.9289660209654732,0.0,0,0.0,0.0
2023-03-01 03:42:00,0.1559772163825331,0.9286161243901038,0.0,0,0.0,0.0
2023-03-01 03:43:00,0.15611759317628918,0.9284853886837766,0.0,0,0.0,0.0
2023-03-01 03:44:00,0.1560032345202666,0.9285918964784547,0.0,0,0.0,0.0
2023-03-01 03:45:00,0.1561034001544709,0.9284986149176062,0.0,0,0.0,0.0
2023-03-01 03:46:00,0.15601168511665828,0.9285840445817239,0.0,0,0.0,0.0
2023-03-01 03:47:00,0.1561075627551818,0.9284947080132614,0.0,0,0.0,0.0
2023-03-01 03:48:00,0.15598148152063457,0.9286121140368483,0.0,0,0.0,0.0
2023-03-01 03:49:00,0.15607078229789573,0.9285289820534075,0.0,0,0.0,0.0
2023-03-01 03:50:00,0.15610372503786024,0.9284982838017038,0.0,0,0.0,0.0
2023-03-01 03:51:00,0.15602321785672185,0.9285733042869756,0.0,0,0.0,0.0
2023-03-01 03:52:00,0.1561089406919936,0.9284934276944442,0.0,0,0.0,0.0
2023-03-01 03:53:00,0.15602117810838803,0.9285752077103888,0.0,0,0.0,0.0
2023-03-01 03:54:00,0.15611711349477092,0.9284858180946746,0.0,0,0.0,0.0
2023-03-01 03:55:00,0.15597427564857796,0.9286188140479249,0.0,0,0.0,0.0
2023-03-01 03:56:00,0.15608040904274,0.9285199527285458,0.0,0,0.0,0.0
2023-03-01 03:57:00,0.15559336753521102,0.9289703398188328,0.0,0,0.0,0.0
2023-03-01 03:58:00,0.15601355589171592,0.9285822987511783,0.0,0,0.0,0.0
2023-03-01 03:59:00,0.1555966798284571,0.9289672901603006,0.0,0,0.0,0.0
2023-03-01 04:00:00,0.15608286517052652,0.9285177252665194,0.0,0,0.0,0.0
2023-03-01 04:01:00,0.15592264064195108,0.928666812562693,0.0,-38062563845347969851382,0.0,-11077549707.0
2023-03-01 04:02:00,0.15611141898689576,0.9284911094554336,0.0,0,0.0,0.0
2023-03-01 04:03:00,0.15595148156646493,0.9286400013118044,0.0,0,0.0,0.0
2023-03-01 04:04:00,0.15607980826882498,0.9285205026972816,0.0,0,0.0,0.0
2023-03-01 04:05:00,0.15599497983541788,0.9285996116519518,0.0,0,0.0,0.0
2023-03-01 04:06:00,0.1561118155220536,0.9284907500569053,0.0,0,0.0,0.0
2023-03-01 04:07:00,0.15603716763914816,0.9285603241972016,0.0,0,0.0,0.0
2023-03-01 04:08:00,0.1560022139790634,0.928592850677888,0.0,0,0.0,0.0
2023-03-01 04:09:00,0.156097684479161,0.9285039257127903,0.0,0,0.0,0.0
2023-03-01 04:10:00,0.15602199829857152,0.9285744394183346,0.0,0,0.0,0.0
2023-03-01 04:11:00,0.15610256837327258,0.9284994097229788,0.0,0,0.0,0.0
2023-03-01 04:12:00,0.15559803503631656,0.9289659975854876,0.0,0,0.0,0.0
2023-03-01 04:13:00,0.15602111204829355,0.9285752752584779,0.0,0,0.0,0.0
2023-03-01 04:14:00,0.15560545473835183,0.9289590981810918,0.0,0,0.0,0.0
2023-03-01 04:15:00,0.15610728744759259,0.9284949650695078,0.0,0,0.0,0.0
2023-03-01 04:16:00,0.1555929194005887,0.9289707608437642,0.0,0,0.0,0.0
2023-03-01 04:17:00,0.1556011234514632,0.9289631295077211,0.0,0,0.0,0.0
2023-03-01 04:18:00,0.1560027005990793,0.928592431099718,0.0,0,0.0,0.0
2023-03-01 04:19:00,0.15608402845848224,0.9285166873716761,0.0,0,0.0,0.0
2023-03-01 04:20:00,0.1559819971285433,0.9286116921267622,0.0,0,0.0,0.0
2023-03-01 04:21:00,0.15610316244501016,0.9284988033949328,0.0,0,0.0,0.0
2023-03-01 04:22:00,0.15558982083441875,0.9289736917476705,0.0,0,0.0,0.0
2023-03-01 04:23:00,0.15599962529048716,0.9285952506298518,0.0,0,0.0,0.0
2023-03-01 04:24:00,0.15605226535994984,0.9285461801497563,0.0,0,0.0,0.0
2023-03-01 04:25:00,0.1559875788189401,0.9286063387714298,0.0,0,0.0,0.0
2023-03-01 04:26:00,0.15611524483110345,0.9284875718591111,0.0,0,0.0,0.0
2023-03-01 04:27:00,0.1561142855195672,0.9284884511053848,0.0,0,0.0,0.0
2023-03-01 04:28:00,0.15597670514253595,0.9286165867577296,0.0,0,0.0,0.0
2023-03-01 04:29:00,0.15610000710340793,0.9285017685150944,0.0,0,0.0,0.0
2023-03-01 04:30:00,0.15559360988960072,0.9289701379309028,0.0,0,0.0,0.0
2023-03-01 04:31:00,0.15566346326942174,0.9289081049022029,0.0,0,0.0,0.0
2023-03-01 04:32:00,0.1556247689231603,0.9289440788188991,0.0,0,0.0,0.0
2023-03-01 04:33:00,0.15525347705467377,0.9292865928347137,0.0,0,0.0,0.0
2023-03-01 04:34:00,0.15560401594453416,0.928963353438608,0.0,0,0.0,0.0
2023-03-01 04:35:00,0.15488328370158086,0.9296280095348392,0.0,0,0.0,0.0
2023-03-01 04:36:00,0.15560060820038524,0.9289665167659656,0.0,0,0.0,0.0
2023-03-01 04:37:00,0.15562921068903404,0.9289399501158945,0.0,0,0.0,0.0
2023-03-01 04:38:00,0.15523210483339422,0.9293064556325458,0.0,0,0.0,0.0
2023-03-01 04:39:00,0.15562601516890853,0.9289429194855285,0.0,0,0.0,0.0
2023-03-01 04:40:00,0.15484338012877968,0.929664902834007,0.0,0,0.0,0.0
2023-03-01 04:41:00,0.1556247689231603,0.9289440788188991,0.0,0,0.0,0.0
2023-03-01 04:42:00,0.15561643253132545,0.9289518180200911,0.0,0,0.0,0.0
2023-03-01 04:43:00,0.15523357717363007,0.9293050891284743,0.0,0,0.0,0.0
2023-03-01 04:44:00,0.15562395937580423,0.9289448293693571,0.0,0,0.0,0.0
2023-03-01 04:45:00,0.15560413252453278,0.9289632433506372,0.0,0,0.0,0.0
2023-03-01 04:46:00,0.15558739079713396,0.9289787981377616,0.0,0,0.0,0.0
2023-03-01 04:47:00,0.15562289496924167,0.9289458203952359,0.0,0,0.0,0.0
2023-03-01 04:48:00,0.1552296560362975,0.9293087165208073,0.0,0,0.0,0.0
2023-03-01 04:49:00,0.1556260151689087,0.9289429194855284,0.0,0,0.0,0.0
2023-03-01 04:50:00,0.15521418622916167,0.9293229640571345,0.0,0,0.0,0.0
2023-03-01 04:51:00,0.15485206003195767,0.9296569773974239,0.0,0,0.0,0.0
2023-03-01 04:52:00,0.15559944254935765,0.9289676015372145,0.0,0,0.0,0.0
2023-03-01 04:53:00,0.1556006082003854,0.9289665167659654,0.0,0,0.0,0.0
2023-03-01 04:54:00,0.15562235658510576,0.9289463191743771,0.0,0,0.0,0.0
2023-03-01 04:55:00,0.15523422943147383,0.929304468422201,0.0,0,0.0,0.0
2023-03-01 04:56:00,0.15562498674762376,0.9289438749855583,0.0,0,0.0,0.0
2023-03-01 04:57:00,0.15522762616719937,0.9293106011191927,0.0,0,0.0,0.0
2023-03-01 04:58:00,0.15525132865838132,0.9292885501738521,0.0,0,0.0,0.0
2023-03-01 04:59:00,0.15521312479268673,0.929323952085314,0.0,0,0.0,0.0
2023-03-01 05:00:00,0.15561686563592375,0.928951417731037,0.0,0,0.0,0.0
2023-03-01 05:01:00,0.15562921068903404,0.9289399501158945,0.0,0,0.0,0.0
2023-03-01 05:02:00,0.15522056339894869,0.9293170385308438,0.0,0,0.0,0.0
2023-03-01 05:03:00,0.1548686458656813,0.9296415232140507,0.0,0,0.0,0.0
2023-03-01 05:04:00,0.15559423103059822,0.9289724422922564,0.0,0,0.0,0.0
2023-03-01 05:05:00,0.15526089651620953,0.9292796985954158,0.0,0,0.0,0.0
2023-03-01 05:06:00,0.15522021980777168,0.9293174487036422,0.0,0,0.0,0.0
2023-03-01 05:07:00,0.15525132865838132,0.9292885501738521,0.0,0,0.0,0.0
