,giniCoefficient,shannonsEntropy,ETH.netSwapFlow,ETH.netLPFlow,stETH.netSwapFlow,stETH.netLPFlow
2023-03-01 01:54:00,0.0038591435114068845,0.9999362259868878,0.0,0,0.0,0
2023-03-01 01:55:00,0.0037547660773665113,0.99993747362387,0.0,0,0.0,0
2023-03-01 01:56:00,0.003856867345229219,0.9999365666782147,0.0,0,0.0,0
2023-03-01 01:57:00,0.0016642544871241967,0.9999918485596362,0.0,0,0.0,0
2023-03-01 01:58:00,0.0014856467624105676,0.999993615747184,0.0,0,0.0,0
2023-03-01 01:59:00,0.0036853455435705202,0.9999381034709403,0.0,0,0.0,0
2023-03-01 02:00:00,0.004892093562267036,0.9999096876106375,0.0,0,0.0,0
2023-03-01 02:01:00,0.0038219730259801284,0.9999367336097489,0.0,0,0.0,0
2023-03-01 02:02:00,0.0037849982679531422,0.9999372174033174,0.0,0,0.0,0
2023-03-01 02:03:00,0.0015251785849396383,0.9999932392977626,0.0,0,0.0,0
2023-03-01 02:04:00,0.0014699945506834488,0.999993747899406,0.0,0,0.0,0
2023-03-01 02:05:00,0.002596689834027416,0.9999658597195882,0.0,0,0.0,0
2023-03-01 02:06:00,0.002779467034690171,0.999963866859211,0.0,0,0.0,0
2023-03-01 02:07:00,0.0037099071363164314,0.9999380860997403,0.0,0,0.0,0
2023-03-01 02:08:00,0.002566456691259134,0.999966115949732,0.0,0,0.0,0
2023-03-01 02:09:00,0.0037155901942461183,0.9999378461525998,0.0,0,0.0,0
2023-03-01 02:10:00,0.002708918890579952,0.999964505768489,0.0,0,0.0,0
2023-03-01 02:11:00,0.003678904091833346,0.9999383496998229,0.0,0,0.0,0
2023-03-01 02:12:00,0.0050404659482510255,0.9999078350764281,0.0,0,0.0,0
2023-03-01 02:13:00,0.003754723893828085,0.9999374739551945,0.0,0,0.0,0
2023-03-01 02:14:00,0.004826276478320025,0.9999100940543475,-0.5254784821630524,0,0.5254990664041405,0
2023-03-01 02:15:00,0.0036791896183220553,0.9999383474033092,0.0,0,0.0,0
2023-03-01 02:16:00,0.004836056299620082,0.9999098208413159,0.0,0,0.0,0
2023-03-01 02:17:00,0.0019509361091264166,0.9999868486051122,0.0,0,0.0,0
2023-03-01 02:18:00,0.002763577603613783,0.9999745098275229,0.0,0,0.0,0
2023-03-01 02:19:00,0.0028792006132956375,0.9999741340679427,0.0,0,0.0,0
2023-03-01 02:20:00,0.0027785714613981437,0.9999743850057694,0.0,0,0.0,0
2023-03-01 02:21:00,0.002595290685998776,0.9999791601807134,0.0,0,0.0,0
2023-03-01 02:22:00,0.0019955789223926245,0.9999858539391846,0.0,0,0.0,0
2023-03-01 02:23:00,0.002309910229698218,0.9999826564710691,0.0,0,0.0,0
2023-03-01 02:24:00,0.0019577781643339734,0.999986792663616,0.0,0,0.0,0
2023-03-01 02:25:00,0.00296197344985319,0.99997336194043,0.0,0,0.0,0
2023-03-01 02:26:00,0.002605858527259599,0.9999775310601577,0.0,0,0.0,0
2023-03-01 02:27:00,0.002686195918900012,0.9999767787892153,0.0,0,0.0,0
2023-03-01 02:28:00,0.002239598435368819,0.9999833257876386,0.0,0,0.0,0
2023-03-01 02:29:00,0.0029619468662305053,0.9999733625975239,0.0,0,0.0,0
2023-03-01 02:30:00,0.0022367572841151713,0.9999833490143063,0.0,0,0.0,0
2023-03-01 02:31:00,0.002882035987733559,0.9999741109631828,0.0,0,0.0,0
2023-03-01 02:32:00,0.0026861901420842855,0.999976778911123,0.0,0,0.0,0
2023-03-01 02:33:00,0.0025125178494412237,0.9999799323082261,0.0,0,0.0,0
2023-03-01 02:34:00,0.002403673579480227,0.9999802517101983,0.0,0,0.0,0
2023-03-01 02:35:00,0.001954238993721944,0.9999868218210335,0.0,0,0.0,0
2023-03-01 02:36:00,0.0023195453585106805,0.9999825767517402,0.0,0,0.0,0
2023-03-01 02:37:00,0.002230016524675122,0.999983404972248,0.0,0,0.0,0
2023-03-01 02:38:00,0.0026062642335961074,0.9999775276900603,0.0,0,0.0,0
2023-03-01 02:39:00,0.002435091055525245,0.9999806898688312,0.0,0,0.0,0
2023-03-01 02:40:00,0.0026862450879922193,0.9999767783687517,0.0,0,0.0,0
2023-03-01 02:41:00,0.0025994966826866487,0.999977584026871,0.0,0,0.0,0
2023-03-01 02:42:00,0.002236751507299445,0.9999833491362139,0.0,0,0.0,0
2023-03-01 02:43:00,0.0026062526799646548,0.9999775279338758,0.0,0,0.0,0
2023-03-01 02:44:00,0.0023141162263860906,0.9999810803172267,0.0,0,0.0,0
2023-03-01 02:45:00,0.002027370924651308,0.9999861295347573,0.0,0,0.0,0
2023-03-01 02:46:00,0.0027772679771996566,0.9999743962140641,0.0,0,0.0,0
2023-03-01 02:47:00,0.0022271316163249397,0.9999834287204894,0.0,0,0.0,0
2023-03-01 02:48:00,0.002321056887390725,0.9999810225972112,0.0,0,0.0,0
2023-03-01 02:49:00,0.0026075673529745414,0.9999775167047836,0.0,0,0.0,0
2023-03-01 02:50:00,0.00296197344985319,0.99997336194043,0.0,0,0.0,0
2023-03-01 02:51:00,0.0020369850388100874,0.9999860500723894,0.0,0,0.0,0
2023-03-01 02:52:00,0.001881056525548189,0.99998905602841,0.0,0,0.0,0
2023-03-01 02:53:00,0.002034126921929314,0.9999860734417622,0.0,0,0.0,0
2023-03-01 02:54:00,0.002522131963600003,0.9999798528458582,0.0,0,0.0,0
2023-03-01 02:55:00,0.002595290685998776,0.9999791601807134,0.0,0,0.0,0
2023-03-01 02:56:00,0.0022299785443943136,0.9999834053719141,0.0,0,0.0,0
2023-03-01 02:57:00,0.0024435907484934203,0.99998061910062,0.0,0,0.0,0
2023-03-01 02:58:00,0.0019707708833815187,0.9999866847578891,0.0,0,0.0,0
2023-03-01 02:59:00,0.00296197344985319,0.99997336194043,0.0,0,0.0,0
2023-03-01 03:00:00,0.0023969328200401777,0.9999803076681401,0.0,0,0.0,0
2023-03-01 03:01:00,0.00277035634333464,0.9999744534699149,0.0,0,0.0,0
2023-03-01 03:02:00,0.002029644956165711,0.9999861109629504,0.0,0,0.0,0
2023-03-01 03:03:00,0.0022395548861190093,0.9999833265874379,0.0,0,0.0,0
2023-03-01 03:04:00,0.0026130429733169647,0.9999774713324525,0.0,0,0.0,0
2023-03-01 03:05:00,0.0016702910861442744,0.9999918483334703,0.0,0,0.0,0
2023-03-01 03:06:00,0.002239598435368819,0.9999833257876386,0.0,0,0.0,0
2023-03-01 03:07:00,0.002686195918900012,0.9999767787892153,0.0,0,0.0,0
2023-03-01 03:08:00,0.001965318148542934,0.9999867300109815,0.0,0,0.0,0
2023-03-01 03:09:00,0.0020274089049321163,0.9999861291350911,0.0,0,0.0,0
2023-03-01 03:10:00,0.002882035987733559,0.9999741109631828,0.0,0,0.0,0
2023-03-01 03:11:00,0.0027635718267980565,0.9999745099494305,0.0,0,0.0,0
2023-03-01 03:12:00,0.0027978983057417818,0.9999764360178702,0.0,0,0.0,0
2023-03-01 03:13:00,0.002595290685998776,0.9999791601807134,0.0,0,0.0,0
2023-03-01 03:14:00,0.002901910713974676,0.9999733717738515,0.0,0,0.0,0
2023-03-01 03:15:00,0.0024105857212262834,0.9999801943767036,0.0,0,0.0,0
2023-03-01 03:16:00,0.002767659639856603,0.9999744755545242,0.0,0,0.0,0
2023-03-01 03:17:00,0.0025828711900372386,0.9999779521330934,0.0,0,0.0,0
2023-03-01 03:18:00,0.0025153912041599538,0.9999799088037999,0.0,0,0.0,0
2023-03-01 03:19:00,0.002114302630733022,0.9999863000224073,0.0,0,0.0,0
2023-03-01 03:20:00,0.0015985172205012787,0.9999925290920982,0.0,0,0.0,0
2023-03-01 03:21:00,0.002320878000479823,0.9999810241023239,0.0,0,0.0,0
2023-03-01 03:22:00,0.0026794225911748273,0.9999768352479335,0.0,0,0.0,0
2023-03-01 03:23:00,0.002239592658553093,0.9999833259095464,0.0,0,0.0,0
2023-03-01 03:24:00,0.0020302500561857643,0.9999861059084235,0.0,0,0.0,0
2023-03-01 03:25:00,0.0015984622745933452,0.9999925296344696,0.0,0,0.0,0
2023-03-01 03:26:00,0.002312751380951866,0.9999826332444016,0.0,0,0.0,0
2023-03-01 03:27:00,0.0016578849898240548,0.999991950602042,0.0,0,0.0,0
2023-03-01 03:28:00,0.0022328196956479616,0.9999833821452466,0.0,0,0.0,0
2023-03-01 03:29:00,0.0022465390963734536,0.9999832680676233,0.0,0,0.0,0
2023-03-01 03:30:00,0.002403673579480227,0.9999802517101983,0.0,0,0.0,0
2023-03-01 03:31:00,0.0023963657003009333,0.9999803123230009,0.0,0,0.0,0
2023-03-01 03:32:00,0.00255721000731711,0.9999776426564517,0.0,0,0.0,0
2023-03-01 03:33:00,0.002338747448653123,0.9999808756908486,0.0,0,0.0,0
2023-03-01 03:34:00,0.002763577603613783,0.9999745098275229,0.0,0,0.0,0
2023-03-01 03:35:00,0.0022396194500225023,0.9999833255306776,0.0,0,0.0,0
2023-03-01 03:36:00,0.001677124771773066,0.999991791433491,0.0,0,0.0,0
2023-03-01 03:37:00,0.002599502459502375,0.9999775839049633,0.0,0,0.0,0
2023-03-01 03:38:00,0.0026861693352773276,0.9999767794463092,0.0,0,0.0,0
2023-03-01 03:39:00,0.0022476633288409857,0.9999832585874591,0.0,0,0.0,0
2023-03-01 03:40:00,0.0023940536885057213,0.9999803312944738,0.0,0,0.0,0
2023-03-01 03:41:00,0.0026794341448062794,0.9999768350041182,0.0,0,0.0,0
2023-03-01 03:42:00,0.0023305036682700546,0.9999809443961407,0.0,0,0.0,0
2023-03-01 03:43:00,0.0024036566138531017,0.9999802518529035,0.0,0,0.0,0
2023-03-01 03:44:00,0.0016636052726121593,0.9999919037490408,0.0,0,0.0,0
2023-03-01 03:45:00,0.001806524500025091,0.9999897603562564,0.0,0,0.0,0
2023-03-01 03:46:00,0.0026794341448062794,0.9999768350041182,0.0,0,0.0,0
2023-03-01 03:47:00,0.002888820504270143,0.999974054483667,0.0,0,0.0,0
2023-03-01 03:48:00,0.003046116908660693,0.9999710367638347,0.0,0,0.0,0
2023-03-01 03:49:00,0.002893444510343262,0.9999734420684769,0.0,0,0.0,0
2023-03-01 03:50:00,0.0018731155730789908,0.9999891222658486,13.649090052461396,0,-13.662946213149118,0
2023-03-01 03:51:00,0.0023940916687865297,0.9999803308948076,0.0,0,0.0,0
2023-03-01 03:52:00,0.0022328196956479616,0.9999833821452466,0.0,0,0.0,0
2023-03-01 03:53:00,0.0024021185819778877,0.9999802640942942,0.0,0,0.0,0
2023-03-01 03:54:00,0.002512512072625498,0.9999799324301337,0.0,0,0.0,0
2023-03-01 03:55:00,0.0026794341448062794,0.9999768350041182,0.0,0,0.0,0
2023-03-01 03:56:00,0.002327639774573555,0.9999809678874211,0.0,0,0.0,0
2023-03-01 03:57:00,0.002686195918900012,0.9999767787892153,0.0,0,0.0,0
2023-03-01 03:58:00,0.0022465104340538885,0.9999832683087699,0.0,0,0.0,0
2023-03-01 03:59:00,0.0019528473568183103,0.9999883751270768,0.0,0,0.0,0
2023-03-01 04:00:00,0.0026862508648079456,0.9999767782468438,0.0,0,0.0,0
2023-03-01 04:01:00,0.001597155106188353,0.9999925407340022,0.0,0,0.0,0
2023-03-01 04:02:00,0.0020450936893787884,0.9999859823506358,0.0,0,0.0,0
2023-03-01 04:03:00,0.0023195131550455984,0.9999825770294988,0.0,0,0.0,0
2023-03-01 04:04:00,0.0022395814697416935,0.9999833259303438,0.0,0,0.0,0
2023-03-01 04:05:00,0.002686212884527137,0.9999767786465101,0.0,0,0.0,0
2023-03-01 04:06:00,0.0018796604799810126,0.9999890679557245,0.0,0,0.0,0
2023-03-01 04:07:00,0.0016200120303315304,0.9999923080321301,0.0,0,0.0,0
2023-03-01 04:08:00,0.0024036566138531017,0.9999802518529035,0.0,0,0.0,0
2023-03-01 04:09:00,0.0021554759912149985,0.9999856507072729,0.0,0,0.0,0
2023-03-01 04:10:00,0.0023127835844169485,0.999982632966643,0.0,0,0.0,0
2023-03-01 04:11:00,0.002522056210885111,0.9999798539234158,0.0,0,0.0,0
2023-03-01 04:12:00,0.002770339377707515,0.99997445361262,0.0,0,0.0,0
2023-03-01 04:13:00,0.002247701309121794,0.9999832581877929,0.0,0,0.0,0
2023-03-01 04:14:00,0.002030212075904956,0.9999861063080896,0.0,0,0.0,0
2023-03-01 04:15:00,0.002763577603613783,0.9999745098275229,0.0,0,0.0,0
2023-03-01 04:16:00,0.002797833741838289,0.9999764370746306,0.0,0,0.0,0
2023-03-01 04:17:00,0.0020369908156258132,0.9999860499504818,0.0,0,0.0,0
2023-03-01 04:18:00,0.0023221811198582574,0.999981013117047,0.0,0,0.0,0
2023-03-01 04:19:00,0.00296197344985319,0.99997336194043,0.0,0,0.0,0
2023-03-01 04:20:00,0.0018713986542928753,0.9999891360123518,0.0,0,0.0,0
2023-03-01 04:21:00,0.0023127513809518664,0.9999826332444016,0.0,0,0.0,0
2023-03-01 04:22:00,0.003046116908660693,0.9999710367638347,0.0,0,0.0,0
2023-03-01 04:23:00,0.0028900363173022326,0.9999740448197633,0.0,0,0.0,0
2023-03-01 04:24:00,0.00296197344985319,0.99997336194043,0.0,0,0.0,0
2023-03-01 04:25:00,0.0024315396164581848,0.9999807189021657,0.0,0,0.0,0
2023-03-01 04:26:00,0.0033200409782790817,0.9999681950548046,0.0,0,0.0,0
2023-03-01 04:27:00,0.002840188361099479,0.9999766920600168,0.0,0,0.0,0
2023-03-01 04:28:00,0.003202547812494899,0.9999703339945423,0.0,0,0.0,0
2023-03-01 04:29:00,0.0029449443435034224,0.9999746673602781,0.0,0,0.0,0
2023-03-01 04:30:00,0.0031505158958524647,0.9999712326893426,0.0,0,0.0,0
2023-03-01 04:31:00,0.003072746495176716,0.9999724932383625,0.0,0,0.0,0
2023-03-01 04:32:00,0.0030585315339484677,0.999972762124326,0.0,0,0.0,0
2023-03-01 04:33:00,0.0029351136521639206,0.9999748542562562,0.0,0,0.0,0
2023-03-01 04:34:00,0.003028840249089967,0.9999732188603115,0.0,0,0.0,0
2023-03-01 04:35:00,0.0028338847485088934,0.9999766850814706,0.0,0,0.0,0
2023-03-01 04:36:00,0.002848276335029766,0.9999764128099835,0.0,0,0.0,0
2023-03-01 04:37:00,0.0030431279336195303,0.9999729485806854,0.0,0,0.0,0
2023-03-01 04:38:00,0.0028497162439188486,0.9999763852397514,0.0,0,0.0,0
2023-03-01 04:39:00,0.002949938155741819,0.9999746262179601,0.0,0,0.0,0
2023-03-01 04:40:00,0.0028497162439188486,0.9999763852397514,0.0,0,0.0,0
2023-03-01 04:41:00,0.0029205278329210243,0.9999750776445732,0.0,0,0.0,0
2023-03-01 04:42:00,0.002992787161251069,0.9999739109243402,0.0,0,0.0,0
2023-03-01 04:43:00,0.0029195532699172445,0.9999751489018953,0.0,0,0.0,0
2023-03-01 04:44:00,0.0030586786121643,0.9999727067276505,0.0,0,0.0,0
2023-03-01 04:45:00,0.0030551855574972252,0.9999728252442812,0.0,0,0.0,0
2023-03-01 04:46:00,0.0029353847653271997,0.9999748490601761,0.0,0,0.0,0
2023-03-01 04:47:00,0.0030584266940290234,0.9999727641337369,0.0,0,0.0,0
2023-03-01 04:48:00,0.0030586899021412253,0.9999727065112463,0.0,0,0.0,0
2023-03-01 04:49:00,0.0029566527953401476,0.99997460540646,0.0,0,0.0,0
2023-03-01 04:50:00,0.0027966170739858855,0.9999772317986748,0.0,0,0.0,0
2023-03-01 04:51:00,0.0029037311886279437,0.9999754485623098,0.0,0,0.0,0
2023-03-01 04:52:00,0.0030745528979507523,0.999972458641245,0.0,0,0.0,0
2023-03-01 04:53:00,0.002988233517047078,0.9999740072959433,0.0,0,0.0,0
2023-03-01 04:54:00,0.0029738385134720317,0.9999742270290293,0.0,0,0.0,0
2023-03-01 04:55:00,0.002811980053186133,0.9999769934060241,0.0,0,0.0,0
2023-03-01 04:56:00,0.002935584985968319,0.9999748452199599,0.0,0,0.0,0
2023-03-01 04:57:00,0.0029199301158509884,0.9999751416761553,0.0,0,0.0,0
2023-03-01 04:58:00,0.0029351863754652355,0.9999748528625938,0.0,0,0.0,0
2023-03-01 04:59:00,0.0030735355445704756,0.9999724781432533,0.0,0,0.0,0
2023-03-01 05:00:00,0.002838853700474484,0.9999765195941529,0.0,0,0.0,0
2023-03-01 05:01:00,0.002848276335029766,0.9999764128099835,0.0,0,0.0,0
2023-03-01 05:02:00,0.0029025330107116075,0.9999755440933125,0.0,0,0.0,0
2023-03-01 05:03:00,0.002933956146415042,0.9999748764140038,0.0,0,0.0,0
2023-03-01 05:04:00,0.0029185768310571944,0.9999752201943171,0.0,0,0.0,0
2023-03-01 05:05:00,0.002849704953941924,0.9999763854561557,0.0,0,0.0,0
2023-03-01 05:06:00,0.0030743639672865587,0.999972462265057,0.0,0,0.0,0
2023-03-01 05:07:00,0.00278096314179669,0.9999775282373206,0.0,0,0.0,0
2023-03-01 05:08:00,0.0030428574688031347,0.9999730063705151,0.0,0,0.0,0
2023-03-01 05:09:00,0.0026593794078378606,0.9999795840830001,0.0,0,0.0,0
2023-03-01 05:10:00,0.0027826845446518858,0.9999774415340703,0.0,0,0.0,0
2023-03-01 05:11:00,0.0029864271142730414,0.9999740418930608,0.0,0,0.0,0
2023-03-01 05:12:00,0.0029330059290420254,0.999974947331903,0.0,0,0.0,0
2023-03-01 05:13:00,0.002985359931771441,0.9999740625697617,0.0,0,0.0,0
2023-03-01 05:14:00,0.0029362003142894082,0.9999748336783462,0.0,0,0.0,0
2023-03-01 05:15:00,0.002778988981785886,0.9999776916002562,0.0,0,0.0,0
2023-03-01 05:16:00,0.002934839124444537,0.9999748597700974,0.0,0,0.0,0
2023-03-01 05:17:00,0.0029928762502702887,0.9999739095347717,0.0,0,0.0,0
