address,amountBought,amountSold,cumulativeMarkout,meanMarkout,count,windowSize
0x0034daf2e65f6ef82bc6f893dbbfd7c232a0e59c,11941378.002837105,11944963.349275112,-2800.7090840526926,-43.087832062349115,65,86400
0x0036d4b2c5c499ed80ddd8920a6daec21bbc67cc,233864.57617899997,233936.91920676385,-25.555643922562012,-1.965818763274001,13,86400
0x00453979eec8d0d2f204e742039494dd796bae4f,5330836.324475999,5310339.570549,16788.5861349216,322.8574256715692,52,86400
0x0047878b7d01481ea0b48ceed14980fe83db7199,2598863.346859,2600000.0,-1136.6531409998133,-87.43485699998564,13,86400
0x00493aa44bcfd6f0c2ecc7f8b154e4fb352d1c81,2600.5792836084674,2600.0,-2.5411218900583776,-0.1954709146198752,13,86400
0x0056d1fd2ca3c0f3a7b6ed6cdd1f1f104b4bf9a9,2906583.476874999,2907503.811639387,1114.9179037603026,85.76291567386943,13,86400
0x005b0743d8b2ed646499dc48b64b95e71b8afa43,35688.836897999994,35692.38873363357,-14.258841886529808,-1.0968339912715237,13,86400
0x006d0f31a00e1f9c017ab039e9d0ba699433a28c,178986.91067399998,179043.40092535186,-56.49025135190641,-4.345403950146647,13,86400
0x0077b5f1a8ba00cdef762ce1ebaf3e3fa03e35f1,2146815.120671,2147099.6659060004,-243.78008431007765,-4.68807854442457,52,86400
0x007e5951f111ccdfd8263c3e4e1bf3a83510dcf0,3658007.214328999,3658537.526289491,-530.3119604896056,-40.79322772996966,13,86400
0x0089d01c450d35eb8cbb9557c0f88e2e9b4c713d,194979.06600900003,195000.0,-59.92980420181266,-4.609984938600974,13,86400
0x008c84421da5527f462886cec43d2717b686a7e4,599840.9429712816,599942.0268790001,-450.9511792208159,-17.344276123877535,26,86400
0x0090eb43008a030065000000e70099482c00b6df,2965740.7724230005,2967175.811767578,-749.3118971288604,-28.819688351110017,26,86400
0x009c69b6e6efc580294339eaf4db95d51abb6cf1,47699.77970786196,47708.46566623379,-1.5583075956692816,-0.0299674537628708,52,86400
0x009d6abb624d35dfa8af0175fedebd4f7ed4c286,10481106.242503002,10478006.5,-2138.6407984998077,-164.51083065383136,13,86400
0x009eafac629aa2d317daef4942001090c326afc2,12986.388805,12990.519861124123,3.6636688981610632,0.28182068447392794,13,86400
0x00a25c455636cc01bffcb717db900a6d4c767a8a,464180.9999060001,464593.863266,4651.416181279434,357.8012447138026,13,86400
0x00ad26c2a00643a3e973303ef64cf7fd525c93e0,89376.9685597745,89435.242689,130.0002460422793,10.000018926329176,13,86400
0x00af7795172f127753c4573b28c7f179691e0ee9,158512.483389,158616.216044,-31.6591385448005,-1.2176591748000192,26,86400
0x00b6d99605c4c33e0e6411af6be8394015048ee5,5616239.76798516,5618459.824484001,-1338.6534505428608,-20.594668469890166,65,86400
0x00b6f5d791c0730d8dc2214f6a8094b2d43f0e11,647870.7145136257,647926.1359235161,-73.6038638054456,-1.4154589193354923,52,86400
0x00b90b1feb765c335da3dc93cf89b7fb52c41cc3,772857.1636760002,773762.8295669999,-68.82677847632749,-1.7647891917007048,39,86400
0x00c4f088fa3ef8c2b4c9f29163659b98ac5cca38,3847.2935204107685,3847.677365098735,-0.19402251642850388,-0.00746240447801938,26,86400
0x00c644e774d7b1a3a95154113f86b9e25350a111,129270.83203109792,130000.0,1777.967490868612,136.7667300668163,13,86400
0x00c6b0aab3ca12b970efaa0326fab43940d02d30,257351.6451350001,257353.11475900008,24.265540513490123,1.8665800394992402,13,86400
0x00c82d38f58babfafa869f2e31ada9fba6aa636d,126129.97204600001,126167.16249799999,-62.420165454384914,-4.80155118879884,13,86400
0x00cd2ff07447e2372549ac54fba8548bef968687,898627.0624289863,898713.0100000001,-355.5244014215423,-13.674015439290088,26,86400
0x00cd3dd3880221ecf6712f22091761be1a9d9957,461903.04053399997,461840.77158699994,-85.6435663251741,-3.293983320199004,26,86400
0x00d16f998e1f62fb2a58995dd2042f108eb800d1,113255.324637,113120.509814,22.314764644916977,0.858260178650653,26,86400
0x00d4c898a44fc66da4a4ccc2997929c95a565041,5199.706550999998,5200.0,0.7465216550999116,0.0574247426999932,13,86400
0x00dc263ef0e835f614399c67660c3f612de6412e,650459.5215689999,650624.0,-164.4784309999959,-12.652186999999685,13,86400
0x00e2263b445b14dab36b4d56555d54a9a59ebad6,97515.81021,97669.0,-16.43787102101578,-1.264451617001214,13,86400
0x00e73ea1c2e1c90eb737996ad91d78feea6604b8,25992517.32903801,26000000.0,-15281.174427806167,-1175.4749559850898,13,86400
0x00ea67d1e6cab97994e75c800bc65bf632598802,31387.848109474664,31391.528076999988,-8.879967525332916,-0.34153721251280444,26,86400
0x00edcd653d9c6f0296557273027e4b2320e044d4,6509.605167,6513.0,-0.7909909332005896,-0.06084545640004535,13,86400
0x00fbd8120078a6f3f452bf5a1668c01ac04c0720,1715774.1422120007,1715246.0,-306.3642572797253,-11.783240664604818,26,86400
0x00fdde64541d30306ab1d1e991f4f2dbba715ee5,1821610.5975862604,1822938.0,-260.8390845802587,-6.68818165590407,39,86400
0x010af29077a8520cc3f55be2031d7e37808ba137,3914679.1632419284,3915691.0,-1150.9134347262298,-29.510600890416146,39,86400
0x010bdbe25d8c185153c8b9b96cacd0d8fb977e8b,1405.9444577531501,1406.076451,-0.13199324685012925,-0.010153326680779173,13,86400
0x010e20f6f226adc44c16344553eb6122c9dd652e,101300.34036200003,101437.84198599998,-15.776213616803943,-1.2135548936003033,13,86400
0x011b0a055e02425461a1ae95b30f483c4ff05be7,11691328.567074,11700000.0,-2825.768642464187,-217.3668186510913,13,86400
0x012144ba349d6ae5b68581b29ea4d42b1f43fdb7,512883183.02132607,512870309.8355201,-170306.43670109846,-6550.247565426864,26,86400
0x01218bfba4354a5f2a382240e5d5ff30a1e3a5d7,5507045.0016409885,5507351.016118504,346.5767434490464,2.2216457913400407,156,86400
0x0125e36e0515a84b7a4cacb463829b8dd41bd314,844.3712160000001,844.4139807131173,-0.11482691448853988,-0.0017665679152083058,65,86400
0x012fbed58f9c8096b09827b59803be48e2621fb6,64985.705512,65000.0,-20.794487999995,-1.5995759999996153,13,86400
0x013c91b6eb9454d0f6fd814f7fc15c4ac8e095f9,17551202.419257004,17544351.117137004,-20643.34539501578,-396.9874114426111,52,86400
0x0143bd780dab8a7302141c3fdb8ebade1fb56f92,509216.55819871207,509274.54700199986,94.7819630519516,7.290920234765508,13,86400
0x01510c3b22c8d0825408b152a52f0b3cbf0fe4ea,96277.48820299999,96289.43720663918,7.308883802136734,0.5622218309335949,13,86400
0x015567a53ab5778ddd2e125f116c2e51fd49ef25,12995245.240947768,13000000.0,4341.912616429501,333.9932781868847,13,86400
0x01560f3bd6fd714d429139aaf9f4306c13986d41,278927.7398050001,279274.985249,-40.042960226088326,-3.080227709699102,13,86400
0x01596b2a3f5b88bfe7b0fd7c6107b44cd6fb14ce,195966.113187,196033.5,-2.103004516584406,-0.08088478909940022,26,86400
0x0159dd03a8335362bd35359c983dc64592309654,472149.838888,472497.03051200014,-63.86700150483375,-4.912846269602596,13,86400
0x0167ededc88c392931b71bf757985d75aa2fffee,162523.64199499998,162500.0,-73.85800499999823,-5.681384999999864,13,86400
0x016b375e4fc62b0186228a54579c6132667d94c4,961868.333855,962000.0,-125.21178921034948,-1.9263352186207612,65,86400
0x016f782b4f2017bc6ca7e80e4c49f7b26c61c2e2,122023575.5149253,122047603.3127,-35867.28228514875,-119.9574658366179,299,86400
0x017120d0988a5173a6363d07f5409df2feabb237,1429849.7418789996,1430000.0,-20.252161712945963,-0.7789292966517678,26,86400
0x0176c39eb09c047d90828ceb67412d42450911ab,12997536.126639998,13000000.0,-2462.3272161510727,-94.7048929288874,26,86400
0x017b3763b8a034f8655d46345e3eb42555e39064,870175.0379010002,870421.6642290003,-255.12825883616506,-6.541750226568335,39,86400
0x017f1facc8c87fe5567a772961a7d99c39fe1102,74813.44575900001,74847.942026,2.9139055061823456,0.22414657739864197,13,86400
0x018c7baab28fbcd9f7044a38f6e9d89a83f921e9,231371.07810119475,231444.42094799993,88.61690786564213,6.81668522043401,13,86400
0x018cb03c1a08f6c4024a6c7ca1bdd62e6b9c41ec,298444.58811920957,298480.0,-363.7186336619052,-27.97835643553117,13,86400
0x018f4b918a24de93be4e5ffccca4e895fe7a9167,64.946141,65.0,-0.0018643859000011531,-0.0001434143000000887,13,86400
0x0190081fed5afc87acd9f2a4188bcfe67182449d,3886698.810059,3891893.124548,-1275.9019330031679,-32.715434179568405,39,86400
0x0190a8a30360c1e870c15751bfa9e3c11e1e51c6,8060.062868000001,8061.46497,-2.1302422101990466,-0.08193239269996333,26,86400
0x019514701c6f9d887926b3b8da7444b69f57d4df,1299639.0476240823,1300000.0,-360.9523759175354,-27.765567378271953,13,86400
0x01952b83f4fbb1fdd4bf11087638f0821175f7b4,16071.818880000004,16068.0,29.5356996480009,2.2719768960000692,13,86400
0x0199e67e496afb656d23b693da7bc7c7473ad5b5,1299830.434721,1300000.0,220.40080794424284,16.953908303403296,13,86400
0x019e0f58a7df4bcabaab8c13bffd7d684473ae11,683615.8607459998,683624.7249547141,-282.3123258540727,-21.716332758005592,13,86400
0x019f4ad7ea31cfa55625094298ee34966d334c7f,376969.361314,377000.0,44.75825013141002,3.442942317800771,13,86400
0x01a3a184991f20f3c687695c82fdd06c0d30449d,402816.935885,403000.0,-102.46411499999522,-7.881854999999632,13,86400
0x01a62fe855ee0c16fa069ff0626679cc90dd7402,111797.358803,111810.40000000002,0.21824451870156736,0.0041970099750301415,52,86400
0x01a7200b5fb1be691c359a81212668530a11f920,51741.40604100001,51742.26554394805,-6.033643552157173,-0.4641264270890133,13,86400
0x01ab50c379aa098a199feda4c5a51d623ffcd764,13992778.840612,13994964.944766,-3585.600648477208,-275.81543449824676,13,86400
0x01b2e49f1f3fbf81db90fc9718672900c12dd249,1953209.5117600001,1952995.6748510003,18.558725205482915,1.4275942465756088,13,86400
0x01b36ff7d81b84487d5659c7857cba8b4bb62ca1,646028.845501,646351.9929148826,-581.7528405312769,-44.750218502405914,13,86400
0x01b3b5ae37f70e6540abc2667fec68c19b2e7a1d,1542943.4600189996,1541064.1952030007,373.4111269459903,5.744786568399851,65,86400
0x01b9d9eed43e8426db7f2d8c2f57871893d393af,49840.521679,49842.65000000001,-42.00222816790301,-3.2309406283002318,13,86400
0x01c7145c01d06a026d3dda4700b727fe62677628,57749.22803000001,57754.094931000014,-24.64125943109991,-0.9477407473499966,26,86400
0x01c8a4a164952e9ae6316ee55b3f0a46091a1d63,4358291.177590999,4359011.936607984,371.28069613271145,14.280026774335056,26,86400
0x01d4d388550479e4259fe2acb3a5ec56cd84bb3c,3500963.216104945,3502762.144087306,1100.4062952094682,28.215546031012007,39,86400
0x01e40c0e12f9bb7457eba8279197f14fa796fcf5,51992.702996000015,52000.0,-85.29700399999774,-6.561307999999826,13,86400
0x01e976267e8a77e16eab116f10acddbd3ca685a1,325074.5445090001,325000.0,-22.97785435269907,-1.7675272578999284,13,86400
0x01eccdb2d737b7a41f7aa4ee4358be8304b15588,104000.77965796916,104011.56999999999,-5.595631382913925,-0.1434777277670237,39,86400
0x01ee57dd61b7c139eca63caced3df62143ce6f5d,55962179.106405,56027647.343887106,-2122.067561486212,-81.61798313408508,26,86400
0x01f1653767650005337f99854cc99b5ee12229c5,8248888.217219003,8214374.721613147,34596.3477553792,443.542919940759,78,86400
0x01f4b4eb871b7929494c2cf5edf28cb3e41be63c,4090609.4561466957,4095000.0,-1010.2513135221252,-19.427909875425485,52,86400
0x01f67cd5c0f65c52997634427123478fe88f5214,1092868.8203079402,1094189.855421,257.6010069296457,3.3025770119185345,78,86400
0x0203a8c3b93a912568c16db2ed99f682ab1ce171,16844931.655396,16659235.634093003,153441.66482666833,5901.602493333397,26,86400
0x0204909194588909ea98244b9d5a2d074a3abdf2,51999.21284999998,52000.0,4.4127712849981435,0.3394439449998572,13,86400
0x0205a5c8a748eb65a28a8a3356466474b1bf4243,2599.2427361935684,2600.0,-0.23715176698938478,-0.00912122180728403,26,86400
0x020ca66c30bec2c4fe3861a94e4db4a498a35872,25277448.896881998,25275303.418689996,-435.2699812139617,-5.580384374537971,78,86400
0x02131f806a105353d9c7a13900c6a510b59df80b,11356.257847999997,11356.602725,0.7907487848005985,0.06082682960004604,13,86400
0x0215c140840b896e1e371525d1f70cefbd09aafa,1956931.1043359998,1957182.8867405106,-1426.0921365543036,-109.69939511956181,13,86400
0x022303ef2a1224c6aef200ea068d6397b1082f7a,1793459.416359,1794000.0,-532.8368869628903,-20.493726421649626,26,86400
0x022766b23fef0f84b3c654e954141b0b4e38005c,6506844.547007998,6500000.0,-1615.0353578112554,-124.23348906240426,13,86400
0x0228028a0c92cfd9743e561a96b16edbb4606054,2599484.642027,2599871.5129529997,-256.8820629790571,-9.88007934534835,26,86400
0x022a21f88e09fb72be21fa0d9e083a465a38b586,129959.57080600003,130000.0,-118.42919399999482,-9.109937999999602,13,86400
0x022ca32d31da3ef85922aafd9ad29c5b2418172c,12802.520275999996,12803.62752727391,-2.3875033015061717,-0.18365410011585936,13,86400
0x022ce4715b44ef6f0ead8561b29da676928d16f3,2711.525697860243,2711.8191100000004,-1.3780224189013097,-0.10600172453086998,13,86400
0x02360b97bbc9729916b470f699df75ff651bf926,220881.31521299994,221000.0,-74.49665547870609,-5.730511959900468,13,86400
0x023a5ea899df16831d6f3101f4568fddb577c887,6522435.768326429,6524462.146436001,-6592.083147399884,-507.0833190307603,13,86400
0x023f448f96d59327c954e5d2b94516e3bd386d62,1356678.5559789755,1430000.0,-70055.9365687029,-2694.4590987962656,26,86400
0x02429a7d431433106fdd5fb72e86bc6677159224,10060445.161961999,10063868.626565,2584.0663094541815,99.38716574823775,26,86400
0x02436cbb73333d9623187f604e8479bdbdfede87,2555770.942855,2542047.4431216833,10956.78914480179,421.4149671077612,26,86400
0x024bcbcaad82e67f721799e259ca60bc7d363419,2206869.2409789995,2207105.4111876134,3094.6296237485512,119.0242162980212,26,86400
0x024c620bbe8d697eef361c2b1e207174736f29ec,3249147.825846,3250000.0,-527.0889365845069,-40.54530281419284,13,86400
0x026227b66f31a159497bff26544f49c50238b2a5,3769.81050378764,3770.0,-0.4937296285173147,-0.009494800548409899,52,86400
0x0265962709be95fd30279aca95f27038276588c4,58509.76522299998,58500.0,-13.633800477702607,-1.0487538829002006,13,86400
0x0269ae21dbae267fb041ee16ba8500dd0fde2f2d,876841.18054,877921.1058799998,-26.52800547789957,-2.0406158059922745,13,86400
0x026abd2107681a871c2987109dd20c6e95f2d30b,2403803.3176560006,2404204.412714,79.66560553110321,6.128123502392555,13,86400
0x0277206904659cdb07039002bdb7bdcf099fbb75,324899.433261,325000.0,-165.56673900000897,-12.73590300000069,13,86400
0x027ac35630e42d9dbf93db2b0e9b205c6c480f32,32462.881503,32487.095393999996,-4.7192123745012395,-0.36301633650009535,13,86400
0x028cc8e3ff248dc59052eaad2a1e749f3b835b99,156492.1660943773,156518.16100700005,-3.3786136490725767,-0.12994667881048372,26,86400
0x028e0aacbe3b88cc9b02a058409f60051199f7aa,2699688.2868929994,2699341.499972,-463.01552899117814,-35.61657915316755,13,86400
0x02921d9ebb1d85ea9afcd57a4c2c30c6372c6853,520831.631216,520887.428374219,-36.11634140636488,-1.389090054090957,26,86400
0x0294b04401dcbeaddb8921dd285c7a4ba39bd1b0,324784.15011900006,325000.0,11.520609071372746,0.8862006977979036,13,86400
0x0294d508987430cccdb541c77c9e012dd9f70888,13165.263735000004,13170.258179000004,0.27216093839967925,0.020935456799975327,13,86400
0x02954549a3e81884f020607d6a7d30eea96008ba,1853413.4405799992,1857168.1311429995,-1897.5224318572436,-145.96326398901874,13,86400
0x029bcb2e9d1e503e747dea7d0a55ebc055f9b03b,184543.74195399994,184599.95533199998,17.609740119389244,1.3545953937991726,13,86400
0x02c928ffa29f25a0e40d81d2787b6e1b0ead5c92,649.5216494269775,650.0,-0.2831113977360289,-0.021777799825848376,13,86400
0x02ef8147e2d0997cca48d99f01bad846d16558fa,520304.0502400001,520732.84463200014,-220.67277190399182,-16.97482860799937,13,86400
0x030d9f55c7f7589034b829a87bf3bd84d6682a18,805920.7131409893,806000.0,-401.65514426684695,-15.448274779494113,26,86400
0x03125159c5f099d00976028159e425fe585c7793,909726.1908149999,910000.0,-273.8365659185074,-21.06435122450057,13,86400
0x03174602fb04ad8a7347d93d2bc1c1d962993c1d,217781.158764,217828.0,18.49779575278444,1.4229073655988032,13,86400
0x03530da45f908f78d9100bec58da218744578832,95027.68334800004,95040.99722689649,-13.312547508587159,-1.024042116045166,13,86400
0x036e0be744a12cf1d2c290e4447c920f7517a7d0,495111.943417,495170.0,44.876694064773346,1.1506844631993165,39,86400
0x0388c96bbd7c7a9cb128386c90987af526db85d7,31679323.04187694,31683641.149862,-1125.8939941129647,-43.30361515819095,26,86400
0x038a2c957a470373ea4ecf91493bcbf2b4a2ec93,666933.496125,666991.0,-190.3945246125295,-7.322866331251134,26,86400
0x039f876b3191b7885e431bdf482ac11a795dfe02,2523606.8940160004,2529682.651951,-764.0319416967104,-58.77168782282388,13,86400
0x03a57093e221bba80d67ad302273baf3eeacb3d7,2243325.6090848804,2243490.6435760004,732.3122559634794,56.33171199719072,13,86400
0x03ac98c052a1461352e00acd6808727f83bdddbb,14236001.081671271,14237505.26112582,-49745.01931389813,-765.3079894445866,65,86400
0x03b06e9df1b8c61358a856b26af8e4e44d93a89c,448292.46086299984,448513.0,-37.36409573911601,-0.4105944586716045,91,86400
0x03be346cbee9addf46cea9a60733a3ec78c58d30,3786.426496843841,3786.7830962677635,2.053898047624017,0.07899607875476988,26,86400
0x03c609c569993913aab877a94c8e58aec13e67cc,1152073013.3520405,1157033450.6248963,39077.47988331456,7.99457444421329,4888,86400
0x03c6369d9974379ce863896d6a6b517af12b1574,325011.257701,324740.0,11.248694839225209,0.8652842184019391,13,86400
0x03d15cd9eedecbec37bae097c98d53438ad83e84,32121438.490986124,32133430.33056,7706.481303688139,296.4031270649284,26,86400
0x03e9e6f593b33d8e5362297ccd6955a035cd43a5,16162804.315125,16170176.808168922,-3962.4462646574466,-38.10044485247545,104,86400
0x03ed2992a1d07ab57ec01f0c8914e22b53e48d87,802974.2926010002,803400.0,-24.177681959583424,-1.859821689198725,13,86400
0x03f1c2cdc2646b4ced7bcf2c4a9824741eb66958,943218.5830859999,943176.0,-334.69157230856945,-25.74550556219765,13,86400
0x03f2d5745c461f72c2d3add110f0077886ef6da9,259.9777722428198,260.0,0.0037744315712053833,0.0001451704450463609,26,86400
0x03fb1421f47837c2abdf4dd976938410f9873e68,51977.31943299998,52000.0,-22.678298943295886,-1.7444845340996835,13,86400
0x03ff869ba96ab9f1b162b1a0081c015620ceb869,6500948.551526002,6499675.0,-26.25611884717364,-2.0197014497825876,13,86400
0x04042b374afcf097e20aedea4c2a9c8a81b9c733,993566.5820859997,993850.0,-979.0845722086087,-75.31419786220067,13,86400
0x040ee81b6245ffa331d70891234d07e3076d283a,520.0212668340006,520.096837,0.028441644383782716,0.0021878187987525166,13,86400
0x04153776761994d676c68147b89f9bdffbaef512,4887039.438214939,4889558.198796938,86487.40050241967,1663.2192404311475,52,86400
0x041c66e4c2ece126264f43a24a21710db8a60cad,1946999.4499540003,1950000.0,-465.24999099536217,-35.78846084579709,13,86400
0x0426266cf573388100183343b6e26b8bf5e4fdbb,2360473.8879929995,2360540.0,-302.166006999847,-23.243538999988232,13,86400
0x043893c587de463dbeb13fb5e6b7577e15a7eabd,0.12933349168233038,0.12935000000000002,-4.237501600610344e-05,-3.2596166158541107e-06,13,86400
0x044a59c9d695bd7a09aff5ac968bc2145a2a6fc5,356005.24173500005,356188.499875,-112.05709165300868,-8.619776281000668,13,86400
0x04506d63e4936ae209861bda012c82ef8b2edca6,1949.7942461214839,1950.0,-0.5956715769642074,-0.04582089053570826,13,86400
0x0461ec6406ddbe57317c5f798431540a61376185,177983.4606212031,178015.612099,1339.1474619656492,103.01134322812686,13,86400
0x04661a2f774b746d03c437d74d4788634a3c42da,12968.077135000003,12969.857986938336,-1.7808519383355588,-0.13698861064119683,13,86400
0x04692b1b75c564a62c74b9293830f9bcbbf25b81,3322857.4976089997,3323204.364545,-2008.46911827242,-154.49762448249385,13,86400
0x0469edafc623ff2df1f8d2ec7eb91999f6a36397,623.563898362698,623.6424999999998,0.04612686269803845,0.0035482202075414193,13,86400
0x047348e8d4495568dd69e58cb7fce295104e1529,493823.44958782557,494000.0,169.10834749579226,13.00833442275325,13,86400
0x0475fe2173fa5cfe6dade94ef3a45caea9f15050,420538.67157899996,420581.8100770001,-127.25054616561101,-9.788503551200847,13,86400
0x0480264523407cb222e86dc084114f07f39e047e,189150.218296,189192.16396985902,-1.5700929295110768,-0.03019409479828994,52,86400
0x04875af31cc0bb5c824d65452f771cf127ed4b32,3252430.7315240004,3252261.6619999995,-1197.0249069999263,-46.039419499997166,26,86400
0x0489d010ccc849eebdb408fe01c84708750b34df,442607.052082,442632.76122000004,-69.96984320814954,-5.3822956313961186,13,86400
0x04954f93d189c9afb6e09c47a55d9a124537ab08,429600.840877,429650.0,-6.199038912352989,-0.4768491471040761,13,86400
0x049940feda4277b7f01ef10fca0b975c541d8fca,8113938.959503001,8119471.597328846,-120.52842978580156,-4.635708837915445,26,86400
0x049eec1edd2673327718fe76f8e82206288fef86,3772511.117427,3778047.0,-1379.4772847422864,-106.11363728786819,13,86400
0x04a67f9983507e8b48f903598e9a0f650c318040,12999.010132105117,13000.0,-0.9901648552497591,-0.07616652732690454,13,86400
0x04b1460bb9b35795f79a0550b06ae38fb799523f,3590310.2480179993,3592970.6489170003,-506.2147501896543,-19.469798084217473,26,86400
0x04b35d8eb17729b2c4a4224d07727e2f71283b73,44374884.56819601,44376673.77071915,15670.005467928015,401.7950119981542,39,86400
0x04bb64abf19733607f6b6a90cc584c2574d9cfe8,650540.872189,650000.0,-44.61459597011708,-3.431891997701314,13,86400
0x04bfb0034f24e424489f566f32d1f57647469f9e,178624.05903189635,178642.43581599998,53.07467718756379,4.082667475966446,13,86400
0x04c4334dc56c1a8c80d91c65e7c5df356585064b,13100994.997237233,13106680.186292227,-7561.8636193337825,-116.33636337436589,65,86400
0x04c95c6f8ea7ff7c3f7a2f148fae75650c5a875e,296292.54504199995,296509.38183100004,79.6725928310043,6.12866098700033,13,86400
