,token_id,symbol,timestamp,open,high,low,close,volume
0,0x674C6Ad92Fd080e4004b2312b45f796a192D27a0,USDN/USD,1664501879,,,,0.968072,
1,0x674C6Ad92Fd080e4004b2312b45f796a192D27a0,USDN/USD,1664587331,,,,0.97051789,
2,0x674C6Ad92Fd080e4004b2312b45f796a192D27a0,USDN/USD,1664672735,,,,0.97151763,
3,0x674C6Ad92Fd080e4004b2312b45f796a192D27a0,USDN/USD,1664758139,,,,0.97500064,
4,0x674C6Ad92Fd080e4004b2312b45f796a192D27a0,USDN/USD,1664843543,,,,0.97352764,
5,0x674C6Ad92Fd080e4004b2312b45f796a192D27a0,USDN/USD,1664928947,,,,0.9756,
6,0x674C6Ad92Fd080e4004b2312b45f796a192D27a0,USDN/USD,1665014351,,,,0.97205569,
7,0x674C6Ad92Fd080e4004b2312b45f796a192D27a0,USDN/USD,1665099803,,,,0.972338,
8,0x674C6Ad92Fd080e4004b2312b45f796a192D27a0,USDN/USD,1665185195,,,,0.97651733,
9,0x674C6Ad92Fd080e4004b2312b45f796a192D27a0,USDN/USD,1665270647,,,,0.97837516,
10,0x674C6Ad92Fd080e4004b2312b45f796a192D27a0,USDN/USD,1665271079,,,,0.97837516,
11,0x674C6Ad92Fd080e4004b2312b45f796a192D27a0,USDN/USD,1665356495,,,,0.98091551,
12,0x674C6Ad92Fd080e4004b2312b45f796a192D27a0,USDN/USD,1665441899,,,,0.98040195,
13,0x674C6Ad92Fd080e4004b2312b45f796a192D27a0,USDN/USD,1665527303,,,,0.98550144,
14,0x674C6Ad92Fd080e4004b2312b45f796a192D27a0,USDN/USD,1665612695,,,,0.98240368,
15,0x674C6Ad92Fd080e4004b2312b45f796a192D27a0,USDN/USD,1665698147,,,,0.97991209,
16,0x674C6Ad92Fd080e4004b2312b45f796a192D27a0,USDN/USD,1665783551,,,,0.97821615,
17,0x674C6Ad92Fd080e4004b2312b45f796a192D27a0,USDN/USD,1665868943,,,,0.97994977,
18,0x674C6Ad92Fd080e4004b2312b45f796a192D27a0,USDN/USD,1665954323,,,,0.98195321,
19,0x674C6Ad92Fd080e4004b2312b45f796a192D27a0,USDN/USD,1666039715,,,,0.98028201,
20,0x674C6Ad92Fd080e4004b2312b45f796a192D27a0,USDN/USD,1666125119,,,,0.97895677,
21,0x674C6Ad92Fd080e4004b2312b45f796a192D27a0,USDN/USD,1666210523,,,,0.97971787,
22,0x674C6Ad92Fd080e4004b2312b45f796a192D27a0,USDN/USD,1666295927,,,,0.98158464,
23,0x674C6Ad92Fd080e4004b2312b45f796a192D27a0,USDN/USD,1666381331,,,,0.98029313,
24,0x674C6Ad92Fd080e4004b2312b45f796a192D27a0,USDN/USD,1666466723,,,,0.98017655,
25,0x674C6Ad92Fd080e4004b2312b45f796a192D27a0,USDN/USD,1666552139,,,,0.97670458,
26,0x674C6Ad92Fd080e4004b2312b45f796a192D27a0,USDN/USD,1666637591,,,,0.97402453,
27,0x674C6Ad92Fd080e4004b2312b45f796a192D27a0,USDN/USD,1666637867,,,,0.97402453,
28,0x674C6Ad92Fd080e4004b2312b45f796a192D27a0,USDN/USD,1666723259,,,,0.9576,
29,0x674C6Ad92Fd080e4004b2312b45f796a192D27a0,USDN/USD,1666808663,,,,0.95749649,
30,0x674C6Ad92Fd080e4004b2312b45f796a192D27a0,USDN/USD,1666894055,,,,0.9631075,
31,0x674C6Ad92Fd080e4004b2312b45f796a192D27a0,USDN/USD,1666979447,,,,0.97091548,
32,0x674C6Ad92Fd080e4004b2312b45f796a192D27a0,USDN/USD,1667064863,,,,0.97224103,
33,0x674C6Ad92Fd080e4004b2312b45f796a192D27a0,USDN/USD,1667150255,,,,0.9748603,
34,0x674C6Ad92Fd080e4004b2312b45f796a192D27a0,USDN/USD,1667235671,,,,0.97021604,
35,0x674C6Ad92Fd080e4004b2312b45f796a192D27a0,USDN/USD,1667321063,,,,0.97363431,
36,0x674C6Ad92Fd080e4004b2312b45f796a192D27a0,USDN/USD,1667406467,,,,0.96815335,
37,0x674C6Ad92Fd080e4004b2312b45f796a192D27a0,USDN/USD,1667491859,,,,0.97158024,
38,0x674C6Ad92Fd080e4004b2312b45f796a192D27a0,USDN/USD,1667577323,,,,0.97084028,
39,0x674C6Ad92Fd080e4004b2312b45f796a192D27a0,USDN/USD,1667662715,,,,0.97336354,
40,0x674C6Ad92Fd080e4004b2312b45f796a192D27a0,USDN/USD,1667748119,,,,0.97552387,
41,0x674C6Ad92Fd080e4004b2312b45f796a192D27a0,USDN/USD,1667833523,,,,0.97447258,
42,0x674C6Ad92Fd080e4004b2312b45f796a192D27a0,USDN/USD,1667918939,,,,0.96940886,
43,0x674C6Ad92Fd080e4004b2312b45f796a192D27a0,USDN/USD,1668004343,,,,0.94317447,
44,0x674C6Ad92Fd080e4004b2312b45f796a192D27a0,USDN/USD,1668089747,,,,0.90694605,
45,0x674C6Ad92Fd080e4004b2312b45f796a192D27a0,USDN/USD,1668175151,,,,0.91592405,
46,0x674C6Ad92Fd080e4004b2312b45f796a192D27a0,USDN/USD,1668260543,,,,0.94128956,
47,0x674C6Ad92Fd080e4004b2312b45f796a192D27a0,USDN/USD,1668345947,,,,0.93074237,
